"condition","ssr","taxa","abundance"
"Unhealthy","505141","Sarcina",3.3698
"Unhealthy","505141","Streptococcus",0.2012
"Unhealthy","505141","Clostridium",0.9911
"Unhealthy","505141","Bifidobacterium",0.0747
"Unhealthy","505141","Lachnospira",0.584
"Unhealthy","505141","Dialister",3.6001
"Unhealthy","505141","Pseudobutyrivibrio",6.0246
"Unhealthy","505141","Eggerthella",0.0259
"Unhealthy","505141","Mogibacterium",0.0167
"Unhealthy","505141","Papillibacter",0.0091
"Unhealthy","505141","Collinsella",5.5137
"Unhealthy","505141","Anaerovorax",0.0198
"Unhealthy","505141","Oscillospira",0.006
"Unhealthy","505141","Dorea",1.5782
"Unhealthy","505141","Anaerostipes",1.9243
"Unhealthy","505141","Faecalibacterium",15.1187
"Unhealthy","505141","Alistipes",3.3988
"Unhealthy","505141","Anaerotruncus",1.3906
"Unhealthy","505141","Marvinbryantia",0.5382
"Unhealthy","505141","Subdoligranulum",6.6619
"Unhealthy","505141","Lactonifactor",0.003
"Unhealthy","505141","Moryella",0.0152
"Unhealthy","505141","Oscillibacter",0.1006
"Unhealthy","505141","Blautia",8.0099
"Unhealthy","505141","Anaerosporobacter",0.0091
"Unhealthy","505141","Flavonifractor",0.128
"Unhealthy","505141","Pseudoflavonifractor",0.0381
"Unhealthy","505141","Intestinimonas",0.0579
"Unhealthy","505141","Fusicatenibacter",1.3327
"Unhealthy","505141","Candidatus Soleaferrea",0.003
"Unhealthy","505141","Peptoclostridium",0.0335
"Unhealthy","505141","Romboutsia",0.067
"Unhealthy","505141","Terrisporobacter",0.4986
"Unhealthy","505141","Intestinibacter",0.4909
"Unhealthy","505141","Erysipelatoclostridium",0.5397
"Unhealthy","505141","Porphyromonas",0.006
"Unhealthy","505141","Lactobacillus",0.006
"Unhealthy","505141","Acetitomaculum",0.003
"Unhealthy","505141","Bilophila",0.1768
"Unhealthy","505141","Sporobacter",0.0076
"Unhealthy","505141","Finegoldia",0.067
"Unhealthy","505141","Peptoniphilus",0.0152
"Unhealthy","505141","Anaerococcus",0.0076
"Unhealthy","505141","Akkermansia",0.8584
"Unhealthy","505141","Hespellia",0.0152
"Unhealthy","505141","Odoribacter",0.8661
"Unhealthy","505141","Parabacteroides",4.9679
"Unhealthy","505141","Barnesiella",0.1814
"Unhealthy","505141","Adlercreutzia",0.3735
"Unhealthy","505141","Parasutterella",2.3695
"Unhealthy","505141","Prevotella",0.1799
"Unhealthy","505141","Anaerofilum",0.0121
"Unhealthy","505141","Murdochiella",0.006
"Unhealthy","505141","Butyrivibrio",0.0274
"Unhealthy","505141","Allisonella",0.1143
"Unhealthy","505141","Propionibacterium",0.0076
"Unhealthy","505141","Lactococcus",0.0121
"Unhealthy","505141","Parasporobacterium",0.0121
"Unhealthy","505141","Candidatus Stoquefichus",0.0106
"Unhealthy","15811","Haemophilus",0.0029
"Unhealthy","15811","Bacteroides",11.4823
"Unhealthy","15811","Roseburia",10.1564
"Unhealthy","15811","Sarcina",0.7934
"Unhealthy","15811","Streptococcus",0.0177
"Unhealthy","15811","Clostridium",0.4671
"Unhealthy","15811","Lachnospira",0.1216
"Unhealthy","15811","Pseudobutyrivibrio",0.5769
"Unhealthy","15811","Holdemania",0.0029
"Unhealthy","15811","Papillibacter",0.0044
"Unhealthy","15811","Collinsella",1.6284
"Unhealthy","15811","Oscillospira",0.0118
"Unhealthy","15811","Dorea",4.9047
"Unhealthy","15811","Turicibacter",0.0044
"Unhealthy","15811","Anaerostipes",1.9087
"Unhealthy","15811","Faecalibacterium",27.736
"Unhealthy","15811","Alistipes",0.611
"Unhealthy","15811","Anaerotruncus",0.0459
"Unhealthy","15811","Marvinbryantia",0.0978
"Unhealthy","15811","Subdoligranulum",7.865
"Unhealthy","15811","Lactonifactor",0.0489
"Unhealthy","15811","Moryella",0.0044
"Unhealthy","15811","Oscillibacter",0.0533
"Unhealthy","15811","Blautia",9.7041
"Unhealthy","15811","Robinsoniella",0.0192
"Unhealthy","15811","Anaerosporobacter",0.0252
"Unhealthy","15811","Flavonifractor",0.1379
"Unhealthy","15811","Intestinimonas",0.0697
"Unhealthy","15811","Fusicatenibacter",1.9888
"Unhealthy","15811","Candidatus Soleaferrea",0.0029
"Unhealthy","15811","Peptoclostridium",0.0281
"Unhealthy","15811","Terrisporobacter",0.2298
"Unhealthy","15811","Intestinibacter",0.2254
"Unhealthy","15811","Erysipelatoclostridium",0.0133
"Unhealthy","15811","Fibrobacter",0.0029
"Unhealthy","15811","Desulfovibrio",0.1646
"Unhealthy","15811","Methanobrevibacter",0.961
"Unhealthy","15811","Acetitomaculum",0.1468
"Unhealthy","15811","Phascolarctobacterium",1.446
"Unhealthy","15811","Acetivibrio",0.0029
"Unhealthy","15811","Bilophila",0.0845
"Unhealthy","15811","Akkermansia",0.8246
"Unhealthy","15811","Odoribacter",0.1394
"Unhealthy","15811","Parabacteroides",0.5443
"Unhealthy","15811","Barnesiella",0.0889
"Unhealthy","15811","Parasutterella",1.2191
"Unhealthy","15811","Coprobacter",0.0044
"Unhealthy","15811","Parvibacter",0.0059
"Unhealthy","15811","Senegalimassilia",0.0163
"Unhealthy","15811","Cloacibacillus",0.0044
"Unhealthy","15811","Thalassospira",1.0559
"Unhealthy","15811","Asaccharospora",0.0459
"Unhealthy","15811","Slackia",0.0949
"Unhealthy","15811","Catenibacterium",0.0207
"Unhealthy","15811","Victivallis",1.0693
"Unhealthy","15811","Butyricimonas",0.0474
"Unhealthy","15811","Lactococcus",0.0044
"Unhealthy","15811","Caldicoprobacter",0.0118
"Unhealthy","15811","Sphaerochaeta",0.0074
"Unhealthy","16464","Kluyvera",0.0579
"Unhealthy","16464","Haemophilus",0.015
"Unhealthy","16464","Bacteroides",38.7968
"Unhealthy","16464","Roseburia",7.0442
"Unhealthy","16464","Sarcina",0.6099
"Unhealthy","16464","Streptococcus",0.0042
"Unhealthy","16464","Clostridium",1.1769
"Unhealthy","16464","Lachnospira",1.8684
"Unhealthy","16464","Veillonella",0.0064
"Unhealthy","16464","Pseudobutyrivibrio",1.5806
"Unhealthy","16464","Eggerthella",0.015
"Unhealthy","16464","Collinsella",2.7983
"Unhealthy","16464","Oscillospira",0.0536
"Unhealthy","16464","Dorea",5.7427
"Unhealthy","16464","Anaerostipes",3.1849
"Unhealthy","16464","Faecalibacterium",0.9428
"Unhealthy","16464","Alistipes",0.5562
"Unhealthy","16464","Anaerotruncus",0.0128
"Unhealthy","16464","Marvinbryantia",0.1868
"Unhealthy","16464","Subdoligranulum",1.1747
"Unhealthy","16464","Lactonifactor",0.0171
"Unhealthy","16464","Oscillibacter",0.0257
"Unhealthy","16464","Blautia",15.2975
"Unhealthy","16464","Flavonifractor",0.0515
"Unhealthy","16464","Intestinimonas",0.0536
"Unhealthy","16464","Fusicatenibacter",2.7489
"Unhealthy","16464","Eisenbergiella",0.0279
"Unhealthy","16464","Terrisporobacter",0.03
"Unhealthy","16464","Intestinibacter",0.2169
"Unhealthy","16464","Erysipelatoclostridium",0.2362
"Unhealthy","16464","Desulfovibrio",0.0966
"Unhealthy","16464","Phascolarctobacterium",2.2807
"Unhealthy","16464","Bilophila",0.0687
"Unhealthy","16464","Hespellia",0.103
"Unhealthy","16464","Odoribacter",0.0322
"Unhealthy","16464","Parabacteroides",0.6142
"Unhealthy","16464","Barnesiella",0.0042
"Unhealthy","16464","Parasutterella",0.0902
"Unhealthy","16464","Gordonibacter",0.0214
"Unhealthy","16464","Asaccharospora",0.0107
"Unhealthy","16464","Catenibacterium",0.0042
"Unhealthy","16464","Butyricimonas",0.0107
"Unhealthy","16464","Granulicatella",0.0064
"Unhealthy","16464","Succiniclasticum",0.015
"Unhealthy","17664","Kluyvera",0.4531
"Unhealthy","17664","Bacteroides",23.2817
"Unhealthy","17664","Roseburia",2.1336
"Unhealthy","17664","Sarcina",2.6812
"Unhealthy","17664","Clostridium",0.3209
"Unhealthy","17664","Lachnospira",1.7938
"Unhealthy","17664","Pseudobutyrivibrio",0.5098
"Unhealthy","17664","Eggerthella",0.0566
"Unhealthy","17664","Collinsella",0.5853
"Unhealthy","17664","Dorea",1.2084
"Unhealthy","17664","Anaerostipes",0.8308
"Unhealthy","17664","Faecalibacterium",15.2379
"Unhealthy","17664","Alistipes",2.5868
"Unhealthy","17664","Anaerotruncus",0.3209
"Unhealthy","17664","Marvinbryantia",0.5853
"Unhealthy","17664","Subdoligranulum",0.3965
"Unhealthy","17664","Blautia",12.8587
"Unhealthy","17664","Anaerosporobacter",0.4531
"Unhealthy","17664","Flavonifractor",1.5672
"Unhealthy","17664","Fusicatenibacter",0.3398
"Unhealthy","17664","Eisenbergiella",1.2839
"Unhealthy","17664","Fibrobacter",0.0377
"Unhealthy","17664","Desulfovibrio",0.6797
"Unhealthy","17664","Herbaspirillum",0.0566
"Unhealthy","17664","Methanobrevibacter",3.5687
"Unhealthy","17664","Phascolarctobacterium",3.7009
"Unhealthy","17664","Bilophila",0.1321
"Unhealthy","17664","Akkermansia",0.2077
"Unhealthy","17664","Hespellia",0.1132
"Unhealthy","17664","Odoribacter",0.2643
"Unhealthy","17664","Parabacteroides",3.5498
"Unhealthy","17664","Barnesiella",0.151
"Unhealthy","17664","Parasutterella",1.5294
"Unhealthy","17664","Anaerofilum",0.0377
"Unhealthy","17664","Cloacibacillus",0.3776
"Unhealthy","17664","Peptococcus",0.0944
"Unhealthy","17664","Gordonibacter",0.151
"Unhealthy","17664","Catenibacterium",0.0377
"Unhealthy","17664","Victivallis",0.5287
"Unhealthy","17664","Butyricimonas",0.3021
"Unhealthy","17664","Eubacterium",0.2832
"Unhealthy","17664","Sphaerochaeta",0.0377
"Unhealthy","17664","Sedimentibacter",0.0377
"Unhealthy","20272","Bacteroides",14.079
"Unhealthy","20272","Roseburia",3.2971
"Unhealthy","20272","Sarcina",2.7031
"Unhealthy","20272","Streptococcus",0.3599
"Unhealthy","20272","Clostridium",0.5469
"Unhealthy","20272","Bifidobacterium",0.3834
"Unhealthy","20272","Lachnospira",0.0976
"Unhealthy","20272","Veillonella",0.007
"Unhealthy","20272","Pseudobutyrivibrio",0.6857
"Unhealthy","20272","Holdemania",0.0023
"Unhealthy","20272","Eggerthella",0.0082
"Unhealthy","20272","Collinsella",2.4125
"Unhealthy","20272","Oscillospira",0.1129
"Unhealthy","20272","Dorea",9.2362
"Unhealthy","20272","Turicibacter",0.0058
"Unhealthy","20272","Anaerostipes",2.1879
"Unhealthy","20272","Faecalibacterium",18.9653
"Unhealthy","20272","Alistipes",0.9175
"Unhealthy","20272","Anaerotruncus",0.4411
"Unhealthy","20272","Marvinbryantia",0.0364
"Unhealthy","20272","Subdoligranulum",0.3964
"Unhealthy","20272","Lactonifactor",0.3681
"Unhealthy","20272","Moryella",0.0082
"Unhealthy","20272","Oscillibacter",0.0446
"Unhealthy","20272","Blautia",21.2155
"Unhealthy","20272","Robinsoniella",0.0035
"Unhealthy","20272","Flavonifractor",0.5552
"Unhealthy","20272","Intestinimonas",0.414
"Unhealthy","20272","Fusicatenibacter",0.7222
"Unhealthy","20272","Eisenbergiella",0.0705
"Unhealthy","20272","Candidatus Soleaferrea",0.0188
"Unhealthy","20272","Dielma",0.0035
"Unhealthy","20272","Terrisporobacter",0.0129
"Unhealthy","20272","Intestinibacter",0.2599
"Unhealthy","20272","Fibrobacter",0.0341
"Unhealthy","20272","Desulfovibrio",0.0411
"Unhealthy","20272","Lactobacillus",0.1223
"Unhealthy","20272","Methanobrevibacter",0.2376
"Unhealthy","20272","Phascolarctobacterium",0.7763
"Unhealthy","20272","Bilophila",0.0588
"Unhealthy","20272","Finegoldia",0.0023
"Unhealthy","20272","Shuttleworthia",0.0235
"Unhealthy","20272","Hespellia",0.027
"Unhealthy","20272","Odoribacter",0.0105
"Unhealthy","20272","Parabacteroides",0.734
"Unhealthy","20272","Barnesiella",0.0352
"Unhealthy","20272","Adlercreutzia",0.007
"Unhealthy","20272","Parasutterella",1.5997
"Unhealthy","20272","Christensenella",0.0023
"Unhealthy","20272","Coprobacter",0.0317
"Unhealthy","20272","Parvibacter",0.0023
"Unhealthy","20272","Anaerofilum",0.0082
"Unhealthy","20272","Leuconostoc",0.0446
"Unhealthy","20272","Peptococcus",0.0294
"Unhealthy","20272","Acetanaerobacterium",0.0047
"Unhealthy","20272","Gordonibacter",0.0094
"Unhealthy","20272","Asaccharospora",0.0811
"Unhealthy","20272","Catenibacterium",0.0129
"Unhealthy","20272","Victivallis",0.027
"Unhealthy","20272","Butyricimonas",0.027
"Unhealthy","20272","Enterococcus",0.2082
"Unhealthy","20272","Lactococcus",0.007
"Unhealthy","20272","Asteroleplasma",0.0023
"Unhealthy","20272","Sphaerochaeta",0.0023
"Unhealthy","20272","Bacillus",0.0035
"Unhealthy","35818","Kluyvera",0.2532
"Unhealthy","35818","Bacteroides",28.6341
"Unhealthy","35818","Roseburia",4.3144
"Unhealthy","35818","Megasphaera",0.0058
"Unhealthy","35818","Sarcina",0.7421
"Unhealthy","35818","Clostridium",0.318
"Unhealthy","35818","Lachnospira",0.2621
"Unhealthy","35818","Pseudobutyrivibrio",1.4342
"Unhealthy","35818","Collinsella",1.7787
"Unhealthy","35818","Oscillospira",0.05
"Unhealthy","35818","Dorea",2.8949
"Unhealthy","35818","Anaerostipes",0.533
"Unhealthy","35818","Faecalibacterium",14.345
"Unhealthy","35818","Alistipes",0.5595
"Unhealthy","35818","Anaerotruncus",1.5402
"Unhealthy","35818","Marvinbryantia",0.1207
"Unhealthy","35818","Subdoligranulum",0.6096
"Unhealthy","35818","Lactonifactor",0.2944
"Unhealthy","35818","Oscillibacter",0.1708
"Unhealthy","35818","Blautia",21.2716
"Unhealthy","35818","Flavonifractor",0.1531
"Unhealthy","35818","Pseudoflavonifractor",0.0058
"Unhealthy","35818","Intestinimonas",0.0706
"Unhealthy","35818","Fusicatenibacter",0.2267
"Unhealthy","35818","Eisenbergiella",0.1295
"Unhealthy","35818","Dielma",0.0088
"Unhealthy","35818","Peptoclostridium",0.1766
"Unhealthy","35818","Romboutsia",0.1678
"Unhealthy","35818","Terrisporobacter",0.0736
"Unhealthy","35818","Intestinibacter",0.2326
"Unhealthy","35818","Erysipelatoclostridium",0.0117
"Unhealthy","35818","Desulfovibrio",0.0559
"Unhealthy","35818","Methanobrevibacter",0.0206
"Unhealthy","35818","Phascolarctobacterium",2.6622
"Unhealthy","35818","Bilophila",0.0854
"Unhealthy","35818","Sporobacter",0.0412
"Unhealthy","35818","Shuttleworthia",0.0058
"Unhealthy","35818","Hespellia",0.0353
"Unhealthy","35818","Odoribacter",0.0412
"Unhealthy","35818","Parabacteroides",0.3003
"Unhealthy","35818","Adlercreutzia",0.0294
"Unhealthy","35818","Parasutterella",1.7758
"Unhealthy","35818","Coprobacter",0.0588
"Unhealthy","35818","Anaerofilum",0.0117
"Unhealthy","35818","Peptococcus",0.0206
"Unhealthy","35818","Butyrivibrio",0.0206
"Unhealthy","35818","Victivallis",0.0736
"Unhealthy","35818","Butyricimonas",0.0294
"Unhealthy","35818","Asteroleplasma",0.0176
"Unhealthy","36017","Kluyvera",0.0273
"Unhealthy","36017","Bacteroides",40.5243
"Unhealthy","36017","Roseburia",3.436
"Unhealthy","36017","Sarcina",0.9281
"Unhealthy","36017","Clostridium",0.3113
"Unhealthy","36017","Lachnospira",0.3271
"Unhealthy","36017","Pseudobutyrivibrio",1.2092
"Unhealthy","36017","Holdemania",0.0028
"Unhealthy","36017","Eggerthella",0.0028
"Unhealthy","36017","Papillibacter",0.01
"Unhealthy","36017","Collinsella",1.6762
"Unhealthy","36017","Oscillospira",0.0879
"Unhealthy","36017","Dorea",3.1996
"Unhealthy","36017","Turicibacter",0.0028
"Unhealthy","36017","Anaerostipes",0.7984
"Unhealthy","36017","Faecalibacterium",1.9529
"Unhealthy","36017","Alistipes",0.7422
"Unhealthy","36017","Anaerotruncus",2.159
"Unhealthy","36017","Marvinbryantia",0.0735
"Unhealthy","36017","Subdoligranulum",0.147
"Unhealthy","36017","Lactonifactor",0.2118
"Unhealthy","36017","Moryella",0.0072
"Unhealthy","36017","Oscillibacter",0.1816
"Unhealthy","36017","Blautia",19.7627
"Unhealthy","36017","Flavonifractor",0.3559
"Unhealthy","36017","Pseudoflavonifractor",0.0172
"Unhealthy","36017","Intestinimonas",0.1282
"Unhealthy","36017","Fusicatenibacter",0.2752
"Unhealthy","36017","Eisenbergiella",0.0576
"Unhealthy","36017","Peptoclostridium",0.1297
"Unhealthy","36017","Romboutsia",0.0835
"Unhealthy","36017","Terrisporobacter",0.0345
"Unhealthy","36017","Intestinibacter",0.1974
"Unhealthy","36017","Erysipelatoclostridium",0.0057
"Unhealthy","36017","Desulfovibrio",0.0374
"Unhealthy","36017","Methanobrevibacter",0.1268
"Unhealthy","36017","Phascolarctobacterium",2.1057
"Unhealthy","36017","Bilophila",0.059
"Unhealthy","36017","Sporobacter",0.0749
"Unhealthy","36017","Shuttleworthia",0.0043
"Unhealthy","36017","Hespellia",0.0461
"Unhealthy","36017","Odoribacter",0.0345
"Unhealthy","36017","Parabacteroides",0.4684
"Unhealthy","36017","Barnesiella",0.0288
"Unhealthy","36017","Adlercreutzia",0.0172
"Unhealthy","36017","Parasutterella",0.183
"Unhealthy","36017","Coprobacter",0.0504
"Unhealthy","36017","Prevotella",0.0072
"Unhealthy","36017","Peptococcus",0.0115
"Unhealthy","36017","Victivallis",0.0461
"Unhealthy","36017","Butyricimonas",0.0331
"Unhealthy","36017","Caldicoprobacter",0.0057
"Unhealthy","36017","Asteroleplasma",0.0187
"Unhealthy","379847","Campylobacter",0.0072
"Unhealthy","379847","Neisseria",0.0268
"Unhealthy","379847","Haemophilus",1.1825
"Unhealthy","379847","Bacteroides",30.6369
"Unhealthy","379847","Roseburia",8.2984
"Unhealthy","379847","Peptostreptococcus",0.003
"Unhealthy","379847","Sarcina",0.8247
"Unhealthy","379847","Streptococcus",2.0918
"Unhealthy","379847","Clostridium",0.5783
"Unhealthy","379847","Actinomyces",0.0092
"Unhealthy","379847","Bifidobacterium",3.4053
"Unhealthy","379847","Lachnospira",0.2917
"Unhealthy","379847","Veillonella",0.1814
"Unhealthy","379847","Pseudobutyrivibrio",1.9382
"Unhealthy","379847","Holdemania",0.002
"Unhealthy","379847","Eggerthella",0.002
"Unhealthy","379847","Collinsella",0.9402
"Unhealthy","379847","Anaerovorax",0.0051
"Unhealthy","379847","Oscillospira",0.002
"Unhealthy","379847","Dorea",0.4783
"Unhealthy","379847","Turicibacter",0.1412
"Unhealthy","379847","Anaerostipes",3.2795
"Unhealthy","379847","Faecalibacterium",24.2272
"Unhealthy","379847","Alistipes",1.3825
"Unhealthy","379847","Marvinbryantia",0.4175
"Unhealthy","379847","Subdoligranulum",1.7073
"Unhealthy","379847","Lactonifactor",0.0134
"Unhealthy","379847","Oscillibacter",0.0072
"Unhealthy","379847","Blautia",8.8077
"Unhealthy","379847","Anaerosporobacter",0.0103
"Unhealthy","379847","Flavonifractor",0.0175
"Unhealthy","379847","Intestinimonas",0.0659
"Unhealthy","379847","Fusicatenibacter",2.1795
"Unhealthy","379847","Dielma",0.0041
"Unhealthy","379847","Peptoclostridium",0.0989
"Unhealthy","379847","Romboutsia",0.0546
"Unhealthy","379847","Terrisporobacter",0.1433
"Unhealthy","379847","Intestinibacter",0.1195
"Unhealthy","379847","Erysipelatoclostridium",0.5093
"Unhealthy","379847","Lactobacillus",0.0072
"Unhealthy","379847","Corynebacterium",0.002
"Unhealthy","379847","Phascolarctobacterium",0.5629
"Unhealthy","379847","Bilophila",0.0103
"Unhealthy","379847","Sporobacter",0.0123
"Unhealthy","379847","Finegoldia",0.0092
"Unhealthy","379847","Peptoniphilus",0.002
"Unhealthy","379847","Akkermansia",0.0443
"Unhealthy","379847","Hespellia",0.0443
"Unhealthy","379847","Odoribacter",0.8959
"Unhealthy","379847","Parabacteroides",0.3165
"Unhealthy","379847","Barnesiella",0.3484
"Unhealthy","379847","Howardella",0.0804
"Unhealthy","379847","Adlercreutzia",0.1567
"Unhealthy","379847","Parasutterella",0.0164
"Unhealthy","379847","Coprobacter",0.0762
"Unhealthy","379847","Sutterella",2.4939
"Unhealthy","379847","Thalassospira",0.003
"Unhealthy","379847","Aggregatibacter",0.0298
"Unhealthy","379847","Gordonibacter",0.0216
"Unhealthy","379847","Butyrivibrio",0.0134
"Unhealthy","379847","Actinobacillus",0.1
"Unhealthy","379847","Bacillus",0.002
"Unhealthy","379847","Leptotrichia",0.0113
"Unhealthy","87041","Bacteroides",12.5358
"Unhealthy","87041","Roseburia",7.4514
"Unhealthy","87041","Megasphaera",0.0154
"Unhealthy","87041","Peptostreptococcus",0.0123
"Unhealthy","87041","Sarcina",0.4616
"Unhealthy","87041","Streptococcus",0.1003
"Unhealthy","87041","Clostridium",0.4724
"Unhealthy","87041","Actinomyces",0.0277
"Unhealthy","87041","Bifidobacterium",2.0381
"Unhealthy","87041","Lachnospira",1.2398
"Unhealthy","87041","Pseudobutyrivibrio",2.3268
"Unhealthy","87041","Holdemania",0.0648
"Unhealthy","87041","Eggerthella",0.2393
"Unhealthy","87041","Collinsella",0.5172
"Unhealthy","87041","Oscillospira",0.091
"Unhealthy","87041","Dorea",2.1075
"Unhealthy","87041","Anaerostipes",3.8538
"Unhealthy","87041","Faecalibacterium",20.5941
"Unhealthy","87041","Alistipes",1.7817
"Unhealthy","87041","Anaerotruncus",4.6706
